PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P572
Station name, ShadequartCS2006
Begin Date, 2006-07-20
End Date, 2018-09-15
Release Date, 2019-04-02
Source file, P572.pbo.igs14.pos
Offset from source file, 50.20 mm North, -44.84 mm East, 13.58 mm Vertical
Reference position, 36.5855163084 North Latitude, -118.9545958984 East Longitude, 1167.32826 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2006-07-20,0.00, 0.00, 0.00, 1.74, 1.57, 6.64, repro,
2006-07-21,-0.19, -0.33, -0.61, 1.83, 1.6, 6.93, repro,
2006-07-22,-0.89, -1.59, 1.72, 1.71, 1.57, 6.56, repro,
2006-07-23,-0.17, -0.42, -0.51, 2.04, 1.77, 7.73, repro,
2006-07-24,0.50, -0.75, -12.21, 2.16, 1.87, 8.15, repro,
2006-07-25,-0.42, -1.59, -0.71, 1.88, 1.68, 7.23, repro,
2006-07-26,-0.05, 0.85, -2.41, 1.91, 1.68, 7.21, repro,
2006-07-27,1.29, -1.21, 0.81, 2.13, 1.86, 8.06, repro,
2006-07-28,0.49, -1.91, -0.87, 1.6, 1.46, 6.04, repro,
2006-07-29,0.24, -1.85, 0.09, 1.71, 1.54, 6.42, repro,
2006-07-30,0.57, -1.93, -0.79, 1.41, 1.28, 5.32, repro,
2006-07-31,1.44, -2.83, 1.80, 1.41, 1.29, 5.36, repro,
2006-08-01,0.11, -1.67, 1.25, 1.5, 1.37, 5.68, repro,
2006-08-02,0.62, -1.46, 1.85, 1.37, 1.25, 5.21, repro,
2006-08-03,1.02, -1.43, -1.82, 1.25, 1.15, 4.77, repro,
2006-08-04,-0.72, -1.20, -2.12, 1.5, 1.34, 5.7, repro,
2006-08-05,0.03, -2.47, -0.80, 1.61, 1.44, 6.14, repro,
2006-08-06,1.17, -1.37, 0.22, 1.5, 1.35, 5.73, repro,
2006-08-07,1.76, -1.58, -0.21, 1.71, 1.53, 6.53, repro,
2006-08-08,0.59, -2.33, 0.13, 1.29, 1.15, 4.82, repro,
2006-08-09,1.96, -1.94, 1.17, 1.38, 1.25, 5.15, repro,
2006-08-10,1.11, -2.12, 0.50, 1.58, 1.4, 5.97, repro,
2006-08-11,0.88, -1.06, -0.53, 1.49, 1.34, 5.64, repro,
2006-08-12,0.90, -2.18, -0.85, 1.32, 1.18, 5.02, repro,
2006-08-13,1.06, -2.18, 7.49, 1.55, 1.37, 5.84, repro,
2006-08-14,1.59, -2.51, 7.33, 1.49, 1.32, 5.63, repro,
2006-08-15,-0.75, -3.48, 1.81, 1.38, 1.2, 5.12, repro,
2006-08-16,-0.22, -2.45, 1.10, 1.43, 1.27, 5.37, repro,
2006-08-17,0.86, -3.32, 1.52, 1.25, 1.14, 4.72, repro,
2006-08-18,1.54, -2.44, 0.96, 1.71, 1.51, 6.42, repro,
2006-08-19,1.19, -2.39, -0.27, 1.57, 1.39, 5.83, repro,
2006-08-20,0.54, -2.76, 1.74, 1.56, 1.39, 5.79, repro,
2006-08-21,2.12, -3.13, -6.03, 1.44, 1.3, 5.43, repro,
2006-08-22,1.84, -3.46, 1.34, 1.55, 1.38, 5.73, repro,
2006-08-23,0.55, -2.29, -1.88, 1.56, 1.41, 5.86, repro,
2006-08-24,-0.34, -2.94, 3.57, 1.59, 1.45, 6.01, repro,
2006-08-25,-0.37, -3.54, 2.15, 1.51, 1.4, 5.8, repro,
2006-08-26,0.05, -2.89, 4.55, 1.34, 1.29, 5.23, repro,
2006-08-27,0.77, -2.70, -0.91, 1.6, 1.5, 6.19, repro,
2006-08-28,0.46, -3.14, 3.62, 1.53, 1.44, 5.95, repro,
2006-08-29,-0.02, -3.74, 5.56, 1.66, 1.53, 6.43, repro,
2006-08-30,0.00, -2.99, -1.09, 1.75, 1.6, 6.79, repro,
2006-08-31,0.44, -3.28, -0.08, 1.77, 1.65, 6.85, repro,
2006-09-01,-0.97, -3.97, -5.10, 1.74, 1.63, 6.71, repro,
2006-09-02,0.96, -3.38, -3.72, 1.43, 1.35, 5.59, repro,
2006-09-03,0.38, -4.08, -3.11, 1.66, 1.54, 6.42, repro,
2006-09-04,-0.44, -3.88, -3.76, 1.58, 1.48, 6.12, repro,
2006-09-05,-0.08, -3.45, -8.28, 1.49, 1.38, 5.79, repro,
2006-09-06,0.20, -3.69, -2.27, 1.43, 1.34, 5.62, repro,
2006-09-07,0.52, -3.68, 3.27, 1.56, 1.45, 6.04, repro,
2006-09-08,1.48, -5.07, 5.54, 1.43, 1.34, 5.49, repro,
2006-09-09,0.08, -4.23, -0.87, 1.32, 1.23, 5.05, repro,
2006-09-10,0.50, -3.95, 2.32, 1.38, 1.28, 5.31, repro,
2006-09-11,-0.08, -4.38, -0.60, 1.49, 1.41, 5.62, repro,
2006-09-12,0.47, -3.56, -2.39, 1.38, 1.28, 5.2, repro,
2006-09-13,0.90, -3.81, 4.41, 1.34, 1.25, 5.15, repro,
2006-09-14,-0.16, -6.62, 9.61, 1.77, 1.58, 6.64, repro,
2006-09-15,-0.44, -5.70, 6.46, 1.5, 1.37, 5.66, repro,
2006-09-16,0.46, -6.52, 3.12, 1.27, 1.15, 4.74, repro,
2006-09-17,-0.16, -4.97, -0.14, 1.27, 1.17, 4.76, repro,
2006-09-18,-0.51, -5.10, 2.89, 1.24, 1.14, 4.69, repro,
2006-09-19,-0.66, -4.75, 3.54, 1.26, 1.17, 4.76, repro,
2006-09-20,-0.73, -6.10, 0.22, 1.31, 1.22, 4.98, repro,
2006-09-21,-1.25, -5.30, 2.59, 1.22, 1.12, 4.56, repro,
2006-09-22,-0.15, -5.32, 4.63, 1.26, 1.17, 4.84, repro,
2006-09-23,-0.37, -4.90, 2.28, 1.42, 1.3, 5.39, repro,
2006-09-24,0.12, -5.73, -0.80, 1.4, 1.29, 5.27, repro,
2006-09-25,0.32, -5.70, -2.54, 1.29, 1.18, 4.9, repro,
2006-09-26,0.62, -5.47, -3.08, 1.34, 1.23, 5.16, repro,
2006-09-27,-0.05, -4.87, -4.99, 1.36, 1.25, 5.2, repro,
