PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P465
Station name, HorseshoeMCS2007
Begin Date, 2007-06-13
End Date, 2018-09-15
Release Date, 2019-04-02
Source file, P465.pbo.igs14.pos
Offset from source file, 55.07 mm North, -25.88 mm East, 12.94 mm Vertical
Reference position, 36.4668343532 North Latitude, -118.1324333168 East Longitude, 2901.55442 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2007-06-13,0.00, 0.00, 0.00, 1.84, 1.63, 6.79, repro,
2007-06-14,-0.65, 0.84, -5.11, 1.55, 1.34, 5.69, repro,
2007-06-15,-0.86, -0.19, 1.98, 1.64, 1.41, 6.03, repro,
2007-06-16,-0.31, 1.30, 9.10, 1.67, 1.45, 6.19, repro,
2007-06-17,-0.07, 0.50, 3.72, 1.63, 1.41, 6.03, repro,
2007-06-18,-0.33, 1.39, 3.58, 1.51, 1.31, 5.58, repro,
2007-06-19,-0.47, 0.75, 1.87, 1.55, 1.34, 5.71, repro,
2007-06-20,-1.00, 0.63, -0.48, 1.47, 1.28, 5.46, repro,
2007-06-21,-0.33, -0.11, 0.75, 1.48, 1.29, 5.5, repro,
2007-06-22,0.00, 0.77, 3.47, 1.51, 1.31, 5.59, repro,
2007-06-23,0.05, 0.51, 1.97, 1.65, 1.43, 6.11, repro,
2007-06-24,-0.58, 0.04, 7.82, 1.55, 1.35, 5.79, repro,
2007-06-25,0.01, 0.20, 0.94, 1.47, 1.27, 5.43, repro,
2007-06-26,-0.19, 0.78, -0.77, 1.47, 1.28, 5.41, repro,
2007-06-27,0.16, -0.10, 0.63, 1.48, 1.29, 5.47, repro,
2007-06-28,-0.72, -0.09, 4.47, 1.51, 1.31, 5.58, repro,
2007-06-29,-1.15, -0.70, -0.25, 1.54, 1.32, 5.65, repro,
2007-06-30,-0.72, 0.59, 4.28, 1.51, 1.31, 5.61, repro,
2007-07-01,-0.80, -0.60, 2.89, 1.54, 1.34, 5.71, repro,
2007-07-02,0.08, -0.26, 3.59, 1.47, 1.28, 5.5, repro,
2007-07-03,-0.31, -0.48, 0.69, 1.49, 1.3, 5.58, repro,
2007-07-04,-0.11, -1.41, 1.81, 1.54, 1.34, 5.79, repro,
2007-07-05,-0.04, 1.16, 4.37, 1.66, 1.44, 6.2, repro,
2007-07-06,0.33, 0.05, -4.53, 1.63, 1.41, 6.09, repro,
2007-07-07,0.88, 1.37, -1.13, 1.6, 1.39, 5.97, repro,
2007-07-08,-0.45, -1.42, 7.53, 1.56, 1.37, 5.84, repro,
2007-07-09,-0.06, -0.17, 1.53, 1.56, 1.35, 5.83, repro,
2007-07-10,0.00, -0.26, 2.25, 1.63, 1.4, 6.08, repro,
2007-07-11,-0.10, 0.35, -0.12, 1.76, 1.52, 6.56, repro,
2007-07-12,-0.80, -0.70, -0.56, 1.72, 1.5, 6.43, repro,
2007-07-13,-0.28, -0.53, 6.09, 1.57, 1.39, 5.88, repro,
2007-07-14,-0.54, -1.30, 7.11, 1.59, 1.38, 5.98, repro,
2007-07-15,-0.06, -1.35, 2.57, 1.53, 1.35, 5.77, repro,
2007-07-16,-1.06, -0.08, 9.22, 1.69, 1.49, 6.37, repro,
2007-07-17,-0.92, -1.41, 9.52, 1.6, 1.41, 5.96, repro,
2007-07-18,-1.07, -2.36, 5.45, 1.5, 1.32, 5.63, repro,
2007-07-19,-2.42, -3.38, 7.80, 1.58, 1.39, 5.85, repro,
2007-07-20,-1.62, -0.73, 5.01, 1.54, 1.36, 5.73, repro,
2007-07-21,-0.17, -1.26, 5.06, 1.46, 1.29, 5.47, repro,
2007-07-22,-0.40, -1.93, 0.74, 1.68, 1.48, 6.28, repro,
2007-07-23,-0.59, -1.66, 4.62, 1.54, 1.35, 5.75, repro,
2007-07-24,0.19, -1.18, -1.69, 1.95, 1.69, 7.27, repro,
2007-07-25,0.45, -0.70, 8.08, 1.9, 1.63, 7.12, repro,
2007-07-26,-0.29, -0.89, 3.35, 1.66, 1.46, 6.24, repro,
2007-07-27,0.48, -0.84, 4.48, 1.81, 1.58, 6.82, repro,
2007-07-28,-0.29, -0.92, 2.69, 1.65, 1.43, 6.17, repro,
2007-07-29,-0.83, -1.64, 6.10, 1.66, 1.45, 6.21, repro,
2007-07-30,-0.89, -1.09, 6.82, 1.61, 1.41, 6.02, repro,
2007-07-31,-0.23, -1.68, 4.09, 1.59, 1.38, 5.92, repro,
2007-08-01,-0.66, -1.96, 7.02, 1.69, 1.44, 6.3, repro,
2007-08-02,-1.16, -0.07, 9.90, 1.8, 1.57, 6.75, repro,
2007-08-03,-0.15, -2.13, 2.95, 1.89, 1.61, 7.02, repro,
2007-08-04,-0.24, -1.13, 6.98, 1.67, 1.4, 6.11, repro,
2007-08-05,-0.95, 0.02, 5.18, 1.64, 1.41, 6.11, repro,
2007-08-06,-0.86, -0.08, 1.25, 1.57, 1.36, 5.86, repro,
2007-08-07,-0.67, -0.72, 1.08, 1.54, 1.32, 5.72, repro,
2007-08-08,-1.34, -2.20, 2.88, 1.54, 1.32, 5.74, repro,
2007-08-09,-1.44, -2.14, -0.04, 1.58, 1.37, 5.89, repro,
2007-08-10,-1.11, -2.47, 9.39, 1.5, 1.31, 5.61, repro,
2007-08-11,-1.05, -4.00, 4.12, 1.59, 1.38, 5.95, repro,
2007-08-12,-1.18, -1.10, -0.91, 1.62, 1.41, 6.07, repro,
2007-08-13,0.09, -3.74, -0.62, 1.67, 1.45, 6.28, repro,
2007-08-14,-0.66, -1.67, -0.21, 1.65, 1.42, 6.14, repro,
2007-08-15,-0.76, -2.14, -1.05, 1.68, 1.47, 6.34, repro,
2007-08-16,-0.75, -1.97, 8.81, 1.69, 1.45, 6.33, repro,
2007-08-17,0.36, -2.61, 10.25, 1.66, 1.43, 6.25, repro,
2007-08-18,-1.23, -3.10, 1.36, 1.72, 1.48, 6.6, repro,
2007-08-19,-1.68, -4.32, 8.53, 1.64, 1.41, 6.19, repro,
2007-08-20,-0.41, -2.88, 4.72, 1.51, 1.3, 5.64, repro,
2007-08-21,-0.04, -3.13, 7.68, 1.57, 1.34, 5.88, repro,
2007-08-22,0.56, -2.86, 12.12, 1.7, 1.44, 6.35, repro,
2007-08-23,-0.80, -3.66, 9.99, 1.68, 1.42, 6.24, repro,
2007-08-24,-1.13, -3.53, 4.08, 1.68, 1.4, 6.24, repro,
2007-08-25,0.67, -2.86, -0.65, 1.77, 1.52, 6.59, repro,
2007-08-26,1.39, -4.32, 3.31, 1.8, 1.55, 6.79, repro,
2007-08-27,0.50, -3.62, 1.72, 1.87, 1.6, 7.04, repro,
2007-08-28,-1.48, -3.16, 2.78, 1.78, 1.54, 6.73, repro,
2007-08-29,-1.99, -1.07, -2.02, 2.1, 1.79, 7.85, repro,
2007-08-30,0.19, -4.22, -4.39, 1.91, 1.7, 7.18, repro,
2007-08-31,-1.89, -2.07, -1.15, 2.03, 1.74, 7.57, repro,
2007-09-01,-1.66, -5.14, -0.26, 1.87, 1.6, 6.99, repro,
2007-09-02,-2.19, -0.42, 8.43, 2.08, 1.79, 7.78, repro,
2007-09-03,-0.49, -4.96, -0.73, 1.84, 1.58, 6.83, repro,
2007-09-04,-0.61, -5.34, 3.21, 1.84, 1.6, 6.89, repro,
2007-09-05,-1.05, -3.54, 10.16, 1.57, 1.36, 5.83, repro,
2007-09-06,-0.31, -4.09, 9.23, 1.54, 1.35, 5.79, repro,
2007-09-07,-0.38, -4.23, 4.96, 1.56, 1.37, 5.88, repro,
2007-09-08,-0.86, -3.59, 4.89, 1.66, 1.46, 6.22, repro,
2007-09-09,-2.21, -4.77, 2.14, 1.85, 1.63, 6.96, repro,
2007-09-10,-0.50, -6.10, 4.33, 1.62, 1.42, 6.1, repro,
2007-09-11,-0.93, -3.48, 5.63, 1.67, 1.46, 6.31, repro,
2007-09-12,-0.39, -3.30, 5.14, 1.65, 1.43, 6.17, repro,
2007-09-13,-0.43, -4.78, -0.47, 1.91, 1.64, 7.13, repro,
2007-09-14,0.37, -6.08, -2.65, 1.53, 1.34, 5.71, repro,
2007-09-15,-1.41, -5.80, 2.45, 1.58, 1.36, 5.86, repro,
2007-09-16,-0.94, -4.66, 6.09, 1.55, 1.35, 5.77, repro,
2007-09-17,-0.12, -4.83, 7.39, 1.59, 1.41, 6.04, repro,
2007-09-18,0.06, -4.50, 5.58, 1.54, 1.37, 5.84, repro,
2007-09-19,-0.20, -5.20, 0.56, 1.57, 1.37, 5.9, repro,
2007-09-20,-0.86, -6.93, 8.96, 1.58, 1.38, 5.93, repro,
2007-09-21,-1.07, -7.65, 5.07, 1.87, 1.63, 7.06, repro,
2007-09-22,-1.50, -7.37, 9.75, 1.87, 1.67, 7.06, repro,
2007-09-23,-1.37, -5.89, 9.08, 1.58, 1.42, 5.98, repro,
2007-09-24,-0.89, -5.49, 9.22, 1.5, 1.37, 5.63, repro,
2007-09-25,-0.87, -5.87, 3.40, 1.49, 1.32, 5.57, repro,
2007-09-26,-0.90, -5.92, 8.16, 1.45, 1.31, 5.45, repro,
2007-09-27,-1.02, -6.08, 8.12, 1.5, 1.34, 5.6, repro,
2007-09-28,-1.26, -7.41, 8.47, 1.66, 1.47, 6.24, repro,
2007-09-29,-1.22, -6.83, 9.63, 1.56, 1.4, 5.86, repro,
2007-09-30,-0.95, -6.55, 7.63, 1.44, 1.29, 5.39, repro,
2007-10-01,-1.34, -8.87, 6.23, 1.63, 1.46, 6.13, repro,
2007-10-02,0.21, -6.89, 10.81, 1.53, 1.4, 5.76, repro,
2007-10-03,-0.79, -6.93, 13.50, 1.48, 1.33, 5.56, repro,
2007-10-04,0.38, -6.01, 7.72, 1.64, 1.47, 6.14, repro,
2007-10-05,-0.07, -8.87, 6.86, 1.65, 1.49, 6.28, repro,
2007-10-06,-0.69, -7.29, 10.72, 1.5, 1.34, 5.64, repro,
2007-10-07,-1.63, -7.51, 6.84, 1.53, 1.37, 5.77, repro,
2007-10-08,-1.32, -6.87, 8.34, 1.54, 1.37, 5.89, repro,
2007-10-09,-1.98, -6.91, 8.29, 1.46, 1.32, 5.52, repro,
2007-10-10,-0.70, -7.62, -1.47, 1.65, 1.45, 6.23, repro,
2007-10-11,-1.49, -7.49, 8.52, 1.47, 1.33, 5.58, repro,
2007-10-12,-1.42, -8.33, -1.99, 1.65, 1.47, 6.23, repro,
2007-10-13,-1.52, -7.29, 9.89, 1.58, 1.41, 5.96, repro,
2007-10-14,-1.36, -6.67, 2.50, 1.59, 1.42, 6, repro,
2007-10-15,-1.57, -8.18, 8.65, 1.51, 1.35, 5.7, repro,
2007-10-16,-0.87, -7.18, 14.27, 1.68, 1.5, 6.3, repro,
2007-10-17,-2.53, -16.39, 7.65, 1.76, 1.54, 6.61, repro,
2007-10-18,0.62, -6.18, 14.59, 1.57, 1.36, 5.83, repro,
2007-10-19,-1.00, -7.61, 10.59, 1.53, 1.35, 5.74, repro,
2007-10-20,-0.15, -9.39, 0.31, 1.74, 1.53, 6.51, repro,
2007-10-21,0.20, -7.89, 3.43, 1.55, 1.38, 5.86, repro,
2007-10-22,-1.06, -7.98, -3.09, 1.5, 1.32, 5.62, repro,
2007-10-23,-0.24, -7.46, -2.02, 1.54, 1.35, 5.79, repro,
2007-10-24,-1.67, -7.17, 1.64, 1.5, 1.31, 5.64, repro,
2007-10-25,-1.34, -8.02, 4.78, 1.45, 1.27, 5.46, repro,
2007-10-26,-2.39, -7.53, 7.07, 1.56, 1.37, 5.8, repro,
2007-10-27,-2.52, -8.60, 2.26, 1.51, 1.3, 5.61, repro,
2007-10-28,-1.24, -7.65, -1.50, 1.65, 1.43, 6.19, repro,
2007-10-29,-1.12, -8.73, -3.09, 1.65, 1.43, 6.18, repro,
2007-10-30,-2.15, -6.42, 4.57, 1.69, 1.45, 6.29, repro,
2007-10-31,-1.33, -7.83, 2.23, 1.55, 1.34, 5.81, repro,
2007-11-01,-1.46, -8.26, 3.02, 1.48, 1.28, 5.48, repro,
2007-11-02,-0.43, -8.28, -0.99, 1.47, 1.26, 5.4, repro,
2007-11-03,-1.29, -8.18, -0.36, 1.51, 1.29, 5.55, repro,
2007-11-04,-1.21, -7.87, 1.68, 1.48, 1.28, 5.47, repro,
2007-11-05,-2.37, -8.16, -1.28, 1.5, 1.29, 5.52, repro,
2007-11-06,-1.63, -8.70, -2.40, 1.5, 1.32, 5.56, repro,
2007-11-07,-1.61, -8.56, -2.37, 1.51, 1.31, 5.56, repro,
2007-11-08,-1.17, -8.85, -1.14, 1.49, 1.3, 5.52, repro,
2007-11-09,-1.93, -10.00, -2.88, 1.65, 1.42, 6.12, repro,
2007-11-10,-1.48, -9.05, 4.35, 1.59, 1.37, 5.88, repro,
2007-11-11,-0.85, -10.46, 3.88, 1.58, 1.36, 5.87, repro,
2007-11-12,0.10, -9.42, 0.34, 1.52, 1.31, 5.64, repro,
2007-11-13,-0.98, -9.38, 4.54, 1.6, 1.37, 5.95, repro,
2007-11-14,-0.88, -9.54, -3.99, 1.5, 1.28, 5.54, repro,
2007-11-15,-0.33, -9.19, -0.06, 1.51, 1.29, 5.59, repro,
2007-11-16,-0.50, -10.13, 0.07, 1.58, 1.35, 5.85, repro,
2007-11-17,-1.09, -9.85, 3.30, 1.5, 1.29, 5.57, repro,
2007-11-18,-0.67, -8.55, -3.89, 1.47, 1.26, 5.45, repro,
2007-11-19,-0.18, -10.64, -3.43, 1.44, 1.24, 5.37, repro,
2007-11-20,-0.76, -9.60, 3.79, 1.61, 1.39, 6, repro,
2007-11-21,-0.66, -9.50, 1.28, 1.46, 1.25, 5.44, repro,
2007-11-22,-0.96, -9.66, -5.00, 1.54, 1.34, 5.79, repro,
2007-11-23,-1.04, -10.89, -2.72, 1.56, 1.35, 5.83, repro,
2007-11-24,-1.58, -10.41, -3.65, 1.54, 1.34, 5.79, repro,
