PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, P571
Station name, SpringvillCS2005
Begin Date, 2005-07-21
End Date, 2018-09-15
Release Date, 2018-12-19
Source file, P571.pbo.igs08.pos
Offset from source file, 0.22 mm North, -100.99 mm East, 27.19 mm Vertical
Reference position, 36.2313660656 North Latitude, -118.7667153831 East Longitude, 914.20200 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2005-07-21,0.00, 0.00, 0.00, 7.99, 6.69, 31.56, repro,
2005-07-22,-0.95, -1.79, 21.12, 1.89, 1.62, 6.99, repro,
2005-07-23,0.16, -0.55, 18.56, 2.03, 1.72, 7.53, repro,
2005-07-24,-0.69, 0.67, 23.04, 2.06, 1.79, 7.73, repro,
2005-07-25,1.00, -0.66, 27.93, 2.19, 1.86, 8.12, repro,
2005-07-26,-0.09, -1.54, 18.95, 2.33, 2, 8.66, repro,
2005-07-27,-0.10, -1.05, 25.27, 1.75, 1.55, 6.53, repro,
2005-07-28,0.30, -0.58, 23.52, 1.79, 1.59, 6.72, repro,
2005-07-29,-1.85, -1.78, 23.46, 1.91, 1.66, 7.15, repro,
2005-07-30,0.72, -2.32, 18.15, 1.73, 1.52, 6.54, repro,
2005-07-31,-0.49, -0.74, 3.59, 2.25, 1.93, 8.44, repro,
2005-08-01,-1.75, -1.52, 18.97, 1.98, 1.72, 7.44, repro,
2005-08-02,-0.39, -1.31, 18.82, 1.74, 1.53, 6.58, repro,
2005-08-03,-0.05, -1.50, 23.04, 1.82, 1.58, 6.8, repro,
2005-08-04,-0.45, -0.73, 17.60, 1.8, 1.55, 6.73, repro,
2005-08-05,-1.12, -2.11, 21.07, 1.86, 1.59, 6.91, repro,
2005-08-06,-0.78, -0.11, 22.76, 2.47, 2.36, 9.84, repro,
2005-11-29,-0.31, -9.57, 14.34, 3.01, 2.59, 11.17, repro,
2005-11-30,-3.28, -9.72, 19.40, 2.26, 1.92, 8.27, repro,
2005-12-01,-1.21, -10.40, 22.94, 2.35, 1.99, 8.77, repro,
2005-12-02,-3.33, -9.39, 0.51, 6.78, 8.81, 43.43, repro,
2005-12-03,-0.69, -10.21, 18.18, 1.34, 1.16, 4.7, repro,
2005-12-04,0.15, -8.75, 11.42, 1.37, 1.18, 4.87, repro,
