,id,longitude,latitude,time,soil
1,201601,-118.55965119809446,36.27397117274628,1451606400000.0,105.80000000000001
2,201601,-118.52371858672967,36.27397117274628,1451606400000.0,104.4
3,201601,-118.48778597536489,36.27397117274628,1451606400000.0,84.30000000000001
4,201601,-118.45185336400012,36.27397117274628,1451606400000.0,66.3
5,201601,-118.41592075263533,36.27397117274628,1451606400000.0,67.0
6,201601,-118.37998814127054,36.27397117274628,1451606400000.0,67.0
7,201601,-118.59558380945923,36.30990378411106,1451606400000.0,58.5
8,201601,-118.55965119809446,36.30990378411106,1451606400000.0,76.2
9,201601,-118.52371858672967,36.30990378411106,1451606400000.0,88.7
10,201601,-118.48778597536489,36.30990378411106,1451606400000.0,70.9
11,201601,-118.45185336400012,36.30990378411106,1451606400000.0,54.800000000000004
12,201601,-118.41592075263533,36.30990378411106,1451606400000.0,48.1
13,201601,-118.37998814127054,36.30990378411106,1451606400000.0,48.1
14,201601,-118.34405552990577,36.30990378411106,1451606400000.0,53.5
15,201601,-118.30812291854099,36.30990378411106,1451606400000.0,28.900000000000002
16,201601,-118.6674490321888,36.34583639547584,1451606400000.0,144.9
17,201601,-118.63151642082401,36.34583639547584,1451606400000.0,70.4
18,201601,-118.59558380945923,36.34583639547584,1451606400000.0,52.400000000000006
19,201601,-118.55965119809446,36.34583639547584,1451606400000.0,56.400000000000006
20,201601,-118.52371858672967,36.34583639547584,1451606400000.0,65.4
21,201601,-118.48778597536489,36.34583639547584,1451606400000.0,37.1
22,201601,-118.45185336400012,36.34583639547584,1451606400000.0,42.900000000000006
23,201601,-118.41592075263533,36.34583639547584,1451606400000.0,51.0
24,201601,-118.37998814127054,36.34583639547584,1451606400000.0,51.0
25,201601,-118.34405552990577,36.34583639547584,1451606400000.0,55.300000000000004
26,201601,-118.30812291854099,36.34583639547584,1451606400000.0,34.7
27,201601,-118.2721903071762,36.34583639547584,1451606400000.0,31.5
28,201601,-118.6674490321888,36.38176900684062,1451606400000.0,142.20000000000002
29,201601,-118.63151642082401,36.38176900684062,1451606400000.0,67.4
30,201601,-118.59558380945923,36.38176900684062,1451606400000.0,42.400000000000006
31,201601,-118.55965119809446,36.38176900684062,1451606400000.0,29.8
32,201601,-118.52371858672967,36.38176900684062,1451606400000.0,25.0
33,201601,-118.48778597536489,36.38176900684062,1451606400000.0,28.3
34,201601,-118.45185336400012,36.38176900684062,1451606400000.0,34.7
35,201601,-118.41592075263533,36.38176900684062,1451606400000.0,57.300000000000004
36,201601,-118.37998814127054,36.38176900684062,1451606400000.0,57.300000000000004
37,201601,-118.34405552990577,36.38176900684062,1451606400000.0,48.0
38,201601,-118.30812291854099,36.38176900684062,1451606400000.0,31.400000000000002
39,201601,-118.2721903071762,36.38176900684062,1451606400000.0,27.6
40,201601,-118.70338164355357,36.417701618205406,1451606400000.0,230.10000000000002
41,201601,-118.6674490321888,36.417701618205406,1451606400000.0,230.10000000000002
42,201601,-118.63151642082401,36.417701618205406,1451606400000.0,108.80000000000001
43,201601,-118.59558380945923,36.417701618205406,1451606400000.0,51.400000000000006
44,201601,-118.55965119809446,36.417701618205406,1451606400000.0,28.700000000000003
45,201601,-118.52371858672967,36.417701618205406,1451606400000.0,23.5
46,201601,-118.48778597536489,36.417701618205406,1451606400000.0,25.8
47,201601,-118.45185336400012,36.417701618205406,1451606400000.0,40.0
48,201601,-118.41592075263533,36.417701618205406,1451606400000.0,55.5
49,201601,-118.37998814127054,36.417701618205406,1451606400000.0,55.5
50,201601,-118.34405552990577,36.417701618205406,1451606400000.0,26.6
51,201601,-118.30812291854099,36.417701618205406,1451606400000.0,20.6
52,201601,-118.2721903071762,36.417701618205406,1451606400000.0,19.8
53,201601,-118.23625769581143,36.417701618205406,1451606400000.0,19.0
54,201601,-118.70338164355357,36.453634229570184,1451606400000.0,230.10000000000002
55,201601,-118.6674490321888,36.453634229570184,1451606400000.0,230.10000000000002
56,201601,-118.63151642082401,36.453634229570184,1451606400000.0,108.80000000000001
57,201601,-118.59558380945923,36.453634229570184,1451606400000.0,51.400000000000006
58,201601,-118.55965119809446,36.453634229570184,1451606400000.0,28.700000000000003
59,201601,-118.52371858672967,36.453634229570184,1451606400000.0,23.5
60,201601,-118.48778597536489,36.453634229570184,1451606400000.0,25.8
61,201601,-118.45185336400012,36.453634229570184,1451606400000.0,40.0
62,201601,-118.41592075263533,36.453634229570184,1451606400000.0,55.5
63,201601,-118.37998814127054,36.453634229570184,1451606400000.0,55.5
64,201601,-118.34405552990577,36.453634229570184,1451606400000.0,26.6
65,201601,-118.30812291854099,36.453634229570184,1451606400000.0,20.6
66,201601,-118.2721903071762,36.453634229570184,1451606400000.0,19.8
67,201601,-118.23625769581143,36.453634229570184,1451606400000.0,19.0
68,201601,-118.70338164355357,36.48956684093496,1451606400000.0,197.4
69,201601,-118.6674490321888,36.48956684093496,1451606400000.0,197.4
70,201601,-118.63151642082401,36.48956684093496,1451606400000.0,125.2
71,201601,-118.59558380945923,36.48956684093496,1451606400000.0,65.10000000000001
72,201601,-118.55965119809446,36.48956684093496,1451606400000.0,35.2
73,201601,-118.52371858672967,36.48956684093496,1451606400000.0,21.400000000000002
74,201601,-118.48778597536489,36.48956684093496,1451606400000.0,26.5
75,201601,-118.45185336400012,36.48956684093496,1451606400000.0,33.7
76,201601,-118.41592075263533,36.48956684093496,1451606400000.0,52.7
77,201601,-118.37998814127054,36.48956684093496,1451606400000.0,52.7
78,201601,-118.34405552990577,36.48956684093496,1451606400000.0,24.5
